Education,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_Tenure,Age,Spent,Children,Family_Size,Is_Parent,Living_Alone,Living_Partner,Clusters,Total_Promos,Recent30,Recent90
1,42607.0,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,0,4295,71,350,1,2,1,True,False,2,0,1,1
3,74637.0,73,960,64,464,146,0,16,1,6,9,9,3,0,0,0,1,0,0,0,4478,71,1650,0,1,0,True,False,1,1,0,1
3,46015.0,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,4148,70,46,2,4,1,False,True,3,2,1,1
2,72354.0,67,315,26,473,220,12,182,1,2,10,6,1,0,0,0,0,0,0,0,4509,32,1228,0,1,0,True,False,1,0,0,1
3,39858.0,67,15,20,25,2,7,26,1,2,0,4,6,0,0,0,0,0,0,1,4592,56,95,1,2,1,True,False,2,0,0,1
3,34469.0,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,0,4127,77,62,2,4,1,False,True,3,0,0,1
2,83033.0,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,0,4113,39,1761,1,3,1,False,True,0,1,0,1
3,24401.0,98,73,28,217,10,24,115,3,6,1,6,8,0,0,0,0,0,0,0,4738,46,467,0,2,0,False,True,2,0,0,0
2,77583.0,93,372,23,384,250,12,108,1,4,5,9,2,0,0,0,1,0,0,0,4210,47,1149,0,2,0,False,True,1,1,0,0
1,74116.0,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,0,4252,43,2052,0,1,0,True,False,1,1,0,1
2,74293.0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,4127,32,1127,0,1,0,True,False,1,0,0,1
3,68397.0,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,0,4295,49,1416,1,3,1,False,True,0,0,1,1
3,79632.0,42,471,0,510,99,21,12,1,6,4,9,2,0,0,0,0,0,0,0,4153,51,1113,0,2,0,False,True,1,0,0,1
2,46107.0,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,0,4210,36,125,1,2,1,True,False,2,0,0,1
3,64950.0,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,0,4757,74,966,1,2,1,True,False,0,1,1,1
0,25443.0,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0,0,4625,36,32,1,3,1,False,True,3,0,0,1
2,75127.0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,4109,73,833,0,1,0,True,False,1,0,0,0
3,32892.0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,4106,54,46,1,3,1,False,True,3,0,0,1
2,71796.0,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,0,4319,54,960,0,2,0,False,True,1,0,0,1
3,67536.0,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,0,1,0,0,0,4474,55,1829,1,3,1,False,True,0,1,0,1
2,55239.0,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,0,4421,54,779,1,2,1,True,False,0,0,0,1
3,60554.0,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,0,4395,50,811,1,2,1,True,False,0,0,1,1
1,64831.0,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,0,4455,73,1120,2,3,1,True,False,0,0,0,1
3,56067.0,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,0,4415,63,725,1,3,1,False,True,0,0,0,1
2,82025.0,76,267,98,606,48,70,98,1,3,2,6,1,0,0,1,0,0,0,1,4468,42,1187,0,1,0,True,False,1,1,0,1
2,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,4553,72,2302,0,2,0,False,True,1,3,0,1
0,14906.0,86,7,7,14,7,16,15,3,2,1,3,7,0,0,0,0,0,0,0,4625,39,66,0,1,0,True,False,2,0,0,1
3,51563.0,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,0,0,4707,38,1250,0,2,0,False,True,0,2,0,1
1,57937.0,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,0,4204,43,683,1,3,1,False,True,0,0,0,1
2,68274.0,83,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0,0,0,4343,46,305,2,3,1,True,False,2,0,0,1
2,39771.0,92,6,2,18,2,8,14,1,2,0,3,4,0,0,0,0,0,0,0,4276,48,50,1,3,1,False,True,3,0,0,0
1,67893.0,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,0,4707,50,995,1,2,1,True,False,0,0,0,1
3,27922.0,80,11,0,13,2,4,11,1,2,0,3,4,0,0,0,0,0,0,0,4121,46,41,1,3,1,False,True,0,0,0,1
3,52190.0,39,42,0,17,0,0,18,3,2,1,3,5,1,0,0,0,0,0,0,4123,49,77,2,4,1,False,True,3,1,0,1
3,44051.0,20,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,0,1,4587,52,171,2,3,1,True,False,2,0,1,1
3,42767.0,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,0,4485,54,131,2,3,1,True,False,2,0,0,1
3,46106.0,84,30,0,8,2,0,14,1,1,1,2,6,0,0,0,0,0,0,0,4120,49,54,2,4,1,False,True,3,0,0,1
3,16927.0,50,20,2,23,3,1,4,5,3,0,4,8,0,0,0,0,0,0,0,4575,49,53,2,4,1,False,True,3,0,0,1
2,59754.0,96,115,27,44,4,146,139,3,5,2,6,5,0,0,0,0,0,0,1,4646,60,475,1,3,1,False,True,0,0,0,0
2,53700.0,94,263,5,233,69,41,83,4,5,5,8,5,0,0,0,0,0,0,0,4752,73,694,1,2,1,True,False,0,0,0,0
2,59041.0,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,0,4124,52,96,2,4,1,False,True,3,0,1,1
3,54237.0,48,267,3,30,4,0,57,4,5,2,5,6,0,0,0,0,0,0,0,4499,68,361,1,2,1,True,False,0,0,0,1
2,70647.0,65,561,85,171,25,123,114,2,4,7,13,2,0,0,0,0,0,0,0,4717,58,1079,1,2,1,True,False,1,0,0,1
3,52597.0,69,492,0,37,7,0,42,3,6,3,8,5,0,0,0,0,0,0,0,4124,63,578,1,2,1,True,False,0,0,0,1
3,41021.0,12,14,7,9,6,16,12,2,2,0,3,6,0,0,0,0,0,0,1,4617,56,64,1,3,1,False,True,3,0,1,1
3,40233.0,84,80,4,46,0,17,2,5,2,1,5,6,0,0,0,0,0,0,0,4329,50,149,1,3,1,False,True,0,0,0,1
2,50183.0,47,97,12,84,13,10,15,7,3,1,6,5,0,0,0,0,0,0,0,4075,45,231,2,4,1,False,True,0,0,0,1
2,54753.0,87,197,107,227,7,59,131,3,5,2,11,4,0,0,0,0,0,0,0,4361,66,728,1,3,1,False,True,0,0,0,1
2,92955.0,35,693,21,925,31,24,84,1,6,7,9,2,0,0,1,1,0,0,1,4385,52,1778,0,2,0,False,True,1,2,0,1
2,33471.0,47,43,2,27,0,9,12,3,3,0,4,7,0,0,0,0,0,0,0,4696,52,93,1,3,1,False,True,3,0,0,1
3,34596.0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,1,4513,51,23,1,3,1,False,True,3,0,0,1
2,44010.0,46,186,36,234,86,72,48,6,10,2,6,9,0,0,0,0,0,0,0,4695,45,662,1,3,1,False,True,0,0,0,1
2,84219.0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,4218,37,1198,0,2,0,False,True,1,0,1,1
3,40706.0,37,59,0,11,4,2,5,4,3,0,4,7,0,0,0,0,0,0,0,4599,57,81,3,5,1,False,True,3,0,0,1
1,15716.0,8,16,5,30,8,7,26,3,3,0,4,8,0,0,0,0,0,1,0,4665,37,92,1,3,1,False,True,3,0,1,1
1,59052.0,29,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,0,0,4295,66,491,1,2,1,True,False,2,0,1,1
3,80573.0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,4694,54,1564,0,2,0,False,True,1,0,0,1
2,83715.0,2,318,8,407,150,35,8,1,2,8,13,0,0,0,0,0,0,0,0,4217,63,926,0,2,0,False,True,1,0,1,1
3,82576.0,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,1,0,0,0,0,4768,66,1910,0,2,0,False,True,1,1,0,1
3,56962.0,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,4332,60,411,3,5,1,False,True,0,0,0,1
2,35704.0,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,0,4248,73,94,2,4,1,False,True,3,0,0,1
2,53103.0,70,729,17,133,11,0,195,5,10,6,7,7,1,0,0,0,0,0,0,4361,71,1085,1,3,1,False,True,0,1,0,1
1,46779.0,55,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,0,0,4423,65,23,2,3,1,True,False,2,0,0,1
2,4861.0,20,2,1,1,1,0,1,0,0,0,0,14,0,0,0,0,0,0,0,4078,60,6,0,1,0,True,False,3,0,1,1
3,33462.0,78,22,3,18,0,0,11,1,2,0,3,7,0,0,0,0,0,0,0,4397,46,54,1,2,1,True,False,2,0,0,1
2,63693.0,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,4329,47,1150,1,2,1,True,False,0,0,0,1
2,80763.0,17,674,168,108,192,42,231,1,5,11,6,3,0,0,1,1,0,0,1,4389,75,1415,0,2,0,False,True,1,2,1,1
3,65352.0,43,284,3,84,4,7,23,2,4,2,8,4,0,0,0,0,0,0,0,4383,51,405,1,3,1,False,True,0,0,0,1
3,82170.0,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,0,0,0,0,0,4287,47,1908,0,2,0,False,True,1,0,1,1
2,75759.0,46,1394,22,708,89,91,182,1,9,7,9,5,1,0,1,1,0,0,1,4318,56,2486,0,2,0,False,True,1,3,0,1
1,79689.0,65,311,26,640,180,37,121,1,4,9,13,2,0,0,0,0,0,0,0,4484,49,1315,0,1,0,True,False,1,0,0,1
3,35340.0,1,27,0,12,0,1,5,2,2,0,3,5,0,0,0,0,0,0,0,4071,69,45,2,3,1,True,False,2,0,1,1
2,85683.0,6,1296,17,311,45,69,51,1,2,4,10,1,0,1,1,1,1,0,1,4171,71,1789,0,1,0,True,False,1,4,1,1
1,24884.0,32,3,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0,0,0,4648,53,19,1,3,1,False,True,3,0,0,1
3,42021.0,34,393,5,136,7,5,27,5,10,1,6,9,1,0,0,0,0,0,0,4738,44,573,1,3,1,False,True,0,1,0,1
2,64449.0,70,218,63,282,137,35,70,4,5,3,12,4,0,0,0,0,0,0,0,4202,36,805,1,2,1,True,False,0,0,0,1
2,64587.0,49,66,0,16,0,6,20,2,1,1,4,3,0,0,0,0,0,0,0,4078,71,108,2,3,1,True,False,2,0,0,1
2,34824.0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,4166,30,23,0,1,0,True,False,2,0,0,1
2,75437.0,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,0,4303,47,1493,0,2,0,False,True,1,1,1,1
2,26091.0,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,4195,68,89,2,4,1,False,True,3,0,0,1
2,52845.0,7,384,25,292,130,41,64,3,8,8,6,6,1,0,0,0,0,0,0,4391,52,936,1,3,1,False,True,0,1,1,1
2,46086.0,34,244,8,32,7,2,50,4,3,1,8,4,0,0,0,0,0,0,0,4309,69,343,1,2,1,True,False,2,0,0,1
3,78028.0,38,158,19,288,25,0,38,1,6,4,9,7,0,1,1,0,0,0,1,4728,69,528,1,2,1,True,False,0,2,0,1
3,95169.0,1,1285,21,449,106,20,20,1,4,3,4,1,0,0,1,1,0,0,1,4334,38,1901,0,1,0,True,False,1,2,1,1
1,56337.0,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,0,1,4530,44,724,2,4,1,False,True,0,2,1,1
2,22434.0,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,0,4572,38,58,1,3,1,False,True,3,0,1,1
3,36930.0,50,223,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0,0,0,4479,71,297,1,3,1,False,True,0,0,0,1
2,36130.0,46,157,43,127,68,56,37,6,3,8,4,4,1,0,0,0,0,0,1,4583,71,488,1,2,1,True,False,0,1,0,1
3,65569.0,96,397,46,288,20,38,70,2,6,5,10,3,0,0,0,0,0,0,0,4672,72,859,1,3,1,False,True,0,0,0,0
2,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,4484,73,1574,0,2,0,False,True,1,1,0,1
2,19514.0,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,0,4225,57,69,2,4,1,False,True,3,1,0,1
3,36736.0,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,4486,62,17,2,3,1,True,False,2,0,0,1
2,77568.0,30,1230,0,396,232,178,158,1,10,2,8,5,0,1,1,1,0,0,0,4744,46,2194,1,3,1,False,True,0,3,1,1
3,49187.0,63,81,1,31,2,1,0,1,1,1,5,2,0,0,0,0,0,0,0,4240,49,116,1,3,1,False,True,0,0,0,1
2,30168.0,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,0,4550,47,279,1,2,1,True,False,2,0,0,1
3,34053.0,14,63,0,21,7,0,12,1,3,0,3,8,0,0,0,0,0,0,0,4728,57,103,1,3,1,False,True,3,0,1,1
3,38196.0,20,30,0,11,0,0,3,3,2,0,4,5,0,0,0,0,0,0,0,4143,54,44,2,4,1,False,True,3,0,1,1
3,59412.0,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,0,4142,74,406,0,2,0,False,True,2,0,0,1
1,70924.0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,0,4154,60,1363,0,2,0,False,True,1,1,0,1
2,54165.0,72,127,4,73,15,6,11,1,2,1,7,2,0,0,0,0,0,0,0,4468,56,236,0,2,0,False,True,2,0,0,1
2,32300.0,1,13,3,6,6,5,6,1,1,0,3,8,0,0,0,0,0,0,0,4613,52,39,1,3,1,False,True,3,0,1,1
2,20180.0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,4565,49,137,0,1,0,True,False,2,0,1,1
2,34961.0,77,45,2,26,4,1,1,3,3,1,3,7,0,0,0,0,0,0,0,4081,52,79,1,3,1,False,True,3,0,0,1
3,28440.0,87,38,1,24,0,0,0,1,2,0,3,8,0,0,0,0,0,0,0,4428,51,63,1,3,1,False,True,3,0,0,1
3,64504.0,81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,0,1,4553,72,1314,3,5,1,False,True,0,0,0,1
3,33564.0,51,61,0,3,0,0,7,1,1,1,3,5,0,0,0,0,0,0,0,4076,59,71,1,3,1,False,True,3,0,0,1
2,17345.0,79,4,9,16,17,0,12,2,2,1,2,8,0,0,0,0,0,0,0,4674,47,58,1,3,1,False,True,3,0,0,1
3,56320.0,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,0,4518,58,702,1,3,1,False,True,0,0,1,1
2,28647.0,54,19,8,29,0,12,26,1,2,2,2,7,1,0,0,0,0,0,1,4383,47,94,1,2,1,True,False,2,1,0,1
0,15038.0,93,4,8,11,19,12,26,2,2,1,2,9,0,0,0,0,0,0,0,4587,38,80,1,2,1,True,False,2,0,0,0
3,32173.0,0,18,0,2,0,0,2,1,1,0,3,4,0,0,0,0,0,0,0,4403,67,22,1,2,1,True,False,2,0,1,1
1,68316.0,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,0,4673,61,1211,1,3,1,False,True,0,0,0,1
2,74538.0,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,0,1,4436,54,1461,0,2,0,False,True,1,1,1,1
2,91700.0,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,0,1,4599,54,1968,0,1,0,True,False,1,0,0,1
2,68695.0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0,4075,56,1091,0,2,0,False,True,1,0,1,1
1,31056.0,99,5,10,13,3,8,16,1,1,0,3,8,0,0,0,0,0,0,0,4594,48,55,1,3,1,False,True,3,0,0,0
2,79593.0,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,0,4119,52,1366,0,2,0,False,True,1,1,0,1
2,28071.0,65,39,33,130,41,26,44,2,5,1,5,8,0,0,0,0,0,0,0,4740,45,313,0,1,0,True,False,2,0,0,1
3,37334.0,44,26,1,16,2,2,15,4,3,0,4,4,0,0,0,0,0,0,0,4194,67,62,2,4,1,False,True,3,0,0,1
3,46423.0,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0,4355,53,92,2,3,1,True,False,2,0,1,1
3,37126.0,9,45,3,9,4,4,7,1,1,2,2,6,1,0,0,0,0,0,1,4162,54,72,1,3,1,False,True,3,1,1,1
2,47703.0,95,359,0,134,13,26,123,4,6,3,8,5,0,0,0,0,0,0,0,4467,72,655,1,3,1,False,True,0,0,0,0
2,61180.0,70,403,24,29,6,24,218,2,5,5,6,3,1,0,0,0,0,0,0,4138,66,704,1,3,1,False,True,0,1,0,1
2,38998.0,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,1,0,4674,71,54,2,4,1,False,True,3,0,0,0
2,8028.0,62,73,18,66,7,12,2,15,0,1,0,19,0,0,0,0,0,0,0,4720,34,178,0,1,0,True,False,0,0,0,1
2,76081.0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,0,4108,63,1033,0,2,0,False,True,1,1,0,1
2,34728.0,2,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,0,1,4405,39,36,1,3,1,False,True,3,0,1,1
3,33168.0,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,0,4695,60,122,1,2,1,True,False,2,0,1,1
3,33585.0,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,0,4348,59,122,1,3,1,False,True,0,0,0,0
3,77037.0,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,0,4330,65,1123,1,3,1,False,True,0,0,1,1
2,35196.0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,1,4664,41,497,1,3,1,False,True,0,0,0,1
2,44529.0,98,538,13,91,17,6,26,6,6,2,11,5,0,1,0,0,0,0,0,4430,59,691,1,3,1,False,True,0,1,0,0
1,70924.0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,0,4154,60,1363,0,2,0,False,True,1,1,0,1
3,28764.0,16,8,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,0,4095,59,12,2,4,1,False,True,3,1,1,1
3,69098.0,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,0,4569,76,2440,0,2,0,False,True,1,0,0,1
1,25959.0,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,0,1,4571,55,56,2,3,1,True,False,2,0,1,1
3,27100.0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,4521,42,37,1,3,1,False,True,3,0,0,1
2,70596.0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,4703,40,968,0,1,0,True,False,1,0,0,1
2,42557.0,98,192,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0,0,4740,51,270,1,3,1,False,True,0,0,0,0
3,53312.0,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,0,4395,74,278,0,2,0,False,True,2,0,0,1
2,72228.0,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,0,4650,73,1250,0,1,0,True,False,1,0,0,1
2,67605.0,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,0,4526,38,938,0,2,0,False,True,1,0,0,1
3,62845.0,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,0,4707,76,1178,2,4,1,False,True,0,1,1,1
2,65196.0,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,0,4410,67,1155,2,4,1,False,True,0,1,0,1
3,42000.0,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,1,4606,38,653,0,1,0,True,False,1,0,1,1
3,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,4112,52,49,2,3,1,True,False,2,1,0,1
3,65526.0,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,4150,61,506,1,3,1,False,True,0,0,1,1
2,16860.0,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,0,4726,64,38,2,4,1,False,True,3,0,1,1
2,83528.0,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,1,4130,33,1650,0,1,0,True,False,1,2,1,1
1,64176.0,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,0,4766,60,1826,1,2,1,True,False,0,0,0,1
2,22304.0,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,0,4765,69,18,0,1,0,True,False,2,0,0,0
2,67023.0,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,0,4188,47,906,0,2,0,False,True,1,0,0,0
3,32892.0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,4106,54,46,1,3,1,False,True,3,0,0,1
2,70713.0,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0,4644,59,1477,1,3,1,False,True,0,0,1,1
2,59925.0,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,0,4647,70,766,1,3,1,False,True,0,0,0,1
2,39722.0,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,0,4196,72,47,1,3,1,False,True,0,0,0,0
2,46610.0,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,0,4417,67,467,0,2,0,False,True,2,0,1,1
2,88347.0,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,0,4432,64,2116,0,2,0,False,True,1,1,0,1
3,87171.0,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,4495,44,1298,0,2,0,False,True,1,2,1,1
1,26907.0,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,4384,49,22,2,4,1,False,True,3,0,1,1
3,50014.0,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,0,4229,57,396,1,2,1,True,False,2,0,1,1
3,41014.0,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,0,4504,47,20,1,3,1,False,True,3,0,0,1
2,66294.0,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,0,4175,60,967,0,1,0,True,False,1,0,0,1
2,36715.0,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,1,4660,54,357,1,3,1,False,True,0,0,1,1
2,79456.0,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,1,4747,69,1401,0,2,0,False,True,1,0,1,1
2,40479.0,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,4387,43,15,1,3,1,False,True,3,0,0,0
3,75345.0,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,1,4583,55,2087,0,1,0,True,False,1,1,1,1
2,54233.0,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,0,4581,48,981,1,3,1,False,True,0,0,0,1
2,24163.0,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,0,4331,55,17,2,3,1,True,False,2,0,1,1
3,84460.0,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,1,4612,67,523,0,2,0,False,True,1,4,0,1
2,43776.0,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,0,4128,42,23,1,3,1,False,True,3,0,0,1
3,71691.0,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,1,4175,67,1192,0,1,0,True,False,1,0,1,1
3,85844.0,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,0,4102,52,1958,0,2,0,False,True,1,1,0,1
3,39190.0,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,0,4135,51,133,1,2,1,True,False,2,0,0,0
2,71367.0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,4381,66,777,0,2,0,False,True,1,0,1,1
3,38578.0,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,0,4443,53,73,2,3,1,True,False,2,0,1,1
3,57236.0,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,4180,60,121,2,4,1,False,True,3,0,1,1
2,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,4397,46,424,1,2,1,True,False,2,0,0,1
2,79803.0,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,4098,67,868,1,2,1,True,False,1,0,0,1
1,80910.0,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,0,4677,39,756,0,1,0,True,False,1,0,0,1
3,27590.0,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,4503,43,12,1,3,1,False,True,3,0,0,1
2,56775.0,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,4614,46,937,1,3,1,False,True,0,0,0,1
2,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,4335,50,1862,0,1,0,True,False,1,3,0,1
1,54210.0,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,4476,46,367,1,3,1,False,True,0,0,1,1
2,38508.0,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,0,4402,39,443,1,3,1,False,True,0,0,0,0
2,53187.0,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,4317,55,267,1,3,1,False,True,0,0,0,1
2,30023.0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,4168,53,61,1,3,1,False,True,3,0,1,1
3,76045.0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,4297,65,1323,0,1,0,True,False,1,1,0,1
3,50870.0,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,4081,73,63,1,3,1,False,True,3,0,1,1
1,15315.0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,4401,55,64,0,2,0,False,True,3,0,1,1
1,65463.0,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,4221,51,562,1,3,1,False,True,0,1,1,1
2,66480.0,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,4100,60,312,2,4,1,False,True,0,0,0,1
2,76773.0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,4560,71,1156,0,1,0,True,False,1,0,0,1
1,81698.0,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1,4556,42,1104,0,1,0,True,False,1,1,1,1
3,54466.0,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,4211,52,16,2,3,1,True,False,2,0,0,1
